product_id,name,category,price,rating
80,Mr Pro,Sports,409.47,2.2
81,Paper Pro,Clothing,135.91,4.6
82,Cause Max,Books,144.47,1.8
83,Probably Lite,Clothing,345.31,4.4
84,Test Plus,Books,453.14,4.4
85,Explain Pro,Sports,214.67,2.1
86,Product Pro,Books,386.7,3.5
87,Remain Lite,Clothing,371.91,3.2
88,Speech Plus,Beauty,9.79,1.3
89,Medical Max,Beauty,22.83,2.5
90,Friend Max,Home,68.09,2.2
91,View Pro,Books,108.99,2.0
92,When Pro,Books,391.16,4.5
93,Maybe Plus,Beauty,375.99,4.7
94,Affect Max,Toys,85.44,4.2
95,Common Max,Home,17.27,3.9
96,Together Lite,Toys,465.75,4.2
97,Evidence Max,Books,83.8,3.8
98,Among Plus,Toys,24.17,2.9
99,Let Max,Toys,459.63,2.4
100,Event Max,Clothing,16.71,1.8
101,Decade Lite,Books,432.85,4.9
102,Firm Lite,Books,322.53,2.6
103,Lot Lite,Electronics,62.09,4.9
104,Close Max,Beauty,481.45,2.1
105,Number Pro,Beauty,220.11,3.9
106,Share Lite,Home,305.07,3.0
107,Well Plus,Beauty,99.09,1.2
108,Reduce Plus,Electronics,262.36,4.2
109,To Max,Books,218.49,4.8
110,Me Lite,Beauty,160.39,4.4
111,Individual Lite,Beauty,158.1,2.6
112,Population Plus,Sports,151.35,1.5
113,Former Plus,Sports,470.48,3.7
114,Approach Max,Beauty,286.71,2.6
115,Happy Pro,Books,147.02,2.7
116,Partner Lite,Home,223.68,3.7
117,Show Plus,Toys,451.08,4.2
118,From Max,Sports,46.97,3.1
119,Red Lite,Electronics,410.12,4.0
120,Effort Lite,Clothing,404.25,1.6
121,Away Pro,Clothing,492.05,3.4
122,Very Pro,Home,210.15,3.5
123,Kid Max,Sports,349.7,3.0
124,Someone Max,Clothing,329.75,1.0
125,Building Pro,Toys,215.45,1.7
126,Report Plus,Electronics,280.92,4.7
127,Art Pro,Home,71.0,2.9
128,Street Lite,Toys,446.26,3.5
129,Government Plus,Toys,453.89,2.8
130,Nature Max,Sports,431.44,2.8
131,Enjoy Max,Toys,320.64,4.1
132,Wait Plus,Sports,123.43,2.8
133,Piece Lite,Clothing,139.5,2.3
134,Early Pro,Clothing,79.66,2.5
135,Evidence Max,Sports,110.91,2.7
136,Role Lite,Beauty,235.63,1.2
137,Top Plus,Home,452.9,3.3
138,Think Pro,Toys,440.93,3.3
139,New Plus,Electronics,471.66,2.2
140,Fish Plus,Toys,446.36,4.3
141,Reflect Max,Home,113.61,2.7
142,Recognize Pro,Home,171.38,3.7
143,Decade Plus,Sports,86.7,2.9
144,Form Max,Beauty,269.39,4.6
145,Front Pro,Electronics,323.16,1.5
146,Detail Plus,Clothing,29.89,2.5
147,Child Max,Home,166.79,4.0
148,Letter Plus,Books,377.24,4.3
149,Career Lite,Toys,45.54,1.1
150,Nature Pro,Books,115.99,1.3
151,Public Pro,Toys,20.36,2.0
152,Environment Pro,Beauty,80.43,1.5
153,Form Pro,Beauty,474.14,2.9
154,Box Lite,Toys,187.6,3.4
155,Listen Pro,Toys,410.55,4.9
156,Someone Pro,Beauty,17.71,2.2
157,Report Plus,Home,471.03,1.8
158,Surface Max,Electronics,350.11,2.2
159,Wrong Pro,Toys,492.0,4.1
160,Man Lite,Beauty,217.05,2.5
161,Adult Lite,Electronics,425.54,4.3
162,Conference Pro,Home,480.59,3.5
163,Material Plus,Sports,80.73,1.7
164,Try Lite,Beauty,405.06,3.2
165,Life Plus,Home,220.61,3.9
166,Assume Lite,Books,426.6,4.3
167,Impact Pro,Books,441.41,2.0
168,Word Plus,Beauty,307.11,2.5
169,Radio Pro,Home,426.22,1.7
170,Ground Max,Books,399.93,2.4
171,Black Lite,Beauty,10.02,4.8
172,Sing Pro,Clothing,361.44,3.0
173,Smile Max,Sports,240.67,3.8
174,Two Plus,Toys,13.54,2.2
175,Argue Plus,Sports,125.44,3.7
176,Own Lite,Home,278.97,2.4
177,Military Lite,Books,352.91,2.1
178,Rich Lite,Clothing,64.72,1.8
179,Everybody Pro,Sports,270.25,4.0
180,Send Max,Clothing,112.11,2.9
181,Car Lite,Electronics,417.15,2.2
182,Ten Lite,Clothing,154.62,3.8
183,Structure Max,Books,27.53,1.2
184,Serve Lite,Sports,472.32,3.6
185,Order Plus,Electronics,437.0,3.3
186,Often Plus,Home,223.03,1.7
187,Suffer Pro,Books,470.83,2.9
188,Point Pro,Home,248.41,3.3
189,Add Pro,Clothing,78.85,3.3
190,Visit Lite,Electronics,496.99,1.5
191,Clear Plus,Beauty,300.08,3.5
192,Fall Plus,Home,454.71,2.2
193,Focus Plus,Books,286.47,1.2
194,I Pro,Toys,107.86,1.8
195,Decade Pro,Clothing,123.73,3.2
196,Fall Max,Electronics,207.22,3.8
197,Range Plus,Books,21.16,2.2
198,Boy Lite,Sports,430.51,1.3
199,Star Max,Books,394.97,3.5
200,Possible Max,Home,61.81,1.9
201,Finally Max,Books,414.18,1.3
202,So Max,Toys,157.27,4.0
203,Sometimes Lite,Home,66.56,3.8
204,Myself Plus,Books,252.73,3.0
205,He Pro,Beauty,24.73,2.7
206,Foreign Lite,Beauty,128.93,1.4
207,Environment Pro,Toys,337.78,2.1
208,Young Pro,Toys,379.35,2.9
209,Beautiful Plus,Books,94.84,3.3
210,Success Plus,Electronics,237.66,2.6
211,Couple Lite,Sports,56.78,1.6
212,Back Plus,Sports,250.26,3.7
213,Vote Plus,Toys,381.45,1.1
214,Discussion Pro,Books,129.94,1.5
215,Nor Plus,Toys,259.73,5.0
216,Run Plus,Home,31.83,3.1
217,Sound Plus,Sports,223.81,1.2
218,Create Lite,Beauty,69.85,2.2
219,Change Plus,Electronics,19.29,3.5
220,Future Max,Sports,83.4,3.2
221,Who Plus,Electronics,116.23,4.4
222,Lead Pro,Home,473.8,3.6
223,Bring Max,Home,466.66,2.2
224,Item Lite,Home,418.19,4.9
225,Gun Max,Home,277.88,2.5
226,True Max,Toys,39.56,4.1
227,Own Plus,Books,467.45,3.0
228,Money Pro,Books,364.4,4.3
229,Join Plus,Toys,78.55,3.2
230,Tax Lite,Books,278.2,3.2
231,Five Plus,Books,435.45,4.9
232,Price Max,Beauty,194.57,4.4
233,Finally Plus,Electronics,162.5,2.9
234,Show Plus,Home,494.26,4.2
235,Rate Max,Home,482.59,1.5
236,Eye Lite,Toys,54.68,4.4
237,Skin Pro,Beauty,455.67,1.1
238,Focus Max,Home,436.11,4.9
239,Thank Pro,Home,391.86,2.1
240,Race Plus,Sports,44.76,2.3
241,Good Plus,Books,315.27,4.5
242,Leg Plus,Toys,272.8,3.5
243,Size Max,Sports,343.78,2.1
244,Least Max,Sports,49.74,4.9
245,Exist Pro,Home,87.35,2.2
246,Group Pro,Electronics,165.57,1.2
247,Popular Lite,Books,218.19,2.0
248,Sport Plus,Beauty,342.49,1.7
249,Majority Max,Electronics,306.7,2.5
250,Security Max,Home,456.85,1.6
251,Full Plus,Sports,130.72,2.0
252,Win Pro,Toys,235.3,2.2
253,It Max,Electronics,223.66,2.4
254,Unit Lite,Sports,481.2,3.8
255,Difference Plus,Toys,154.55,5.0
256,Look Plus,Electronics,122.42,3.3
257,Painting Lite,Sports,151.14,4.9
258,Attention Plus,Books,9.01,4.5
259,Live Pro,Beauty,373.86,4.3
260,Shake Lite,Toys,400.44,3.4
261,Prove Lite,Clothing,320.13,3.5
262,Recently Max,Sports,53.1,3.5
263,Road Pro,Books,395.36,1.1
264,Class Lite,Sports,70.05,4.6
265,Cultural Lite,Sports,210.67,1.8
266,Including Lite,Beauty,253.39,2.1
267,She Max,Books,457.45,4.8
268,Conference Lite,Sports,435.85,4.2
269,Message Plus,Electronics,74.67,4.9
270,Direction Plus,Toys,403.27,2.5
271,Day Plus,Electronics,135.91,1.5
272,Including Lite,Sports,375.76,2.0
273,Discussion Plus,Toys,321.08,2.5
274,Score Max,Home,17.39,4.5
275,Discover Lite,Beauty,114.58,1.3
276,Free Plus,Sports,154.58,2.6
277,Low Max,Electronics,473.4,2.2
278,Drug Plus,Electronics,53.11,4.5
279,Smile Max,Home,229.55,3.7
280,Church Plus,Beauty,372.42,1.6
281,Project Plus,Sports,54.02,3.0
282,Concern Plus,Books,21.19,2.5
283,Admit Plus,Home,475.52,4.4
284,Mention Pro,Sports,186.83,4.6
285,Vote Lite,Electronics,202.08,1.8
286,Whatever Pro,Toys,412.97,1.4
287,Measure Max,Sports,321.55,4.9
288,Personal Pro,Toys,170.09,5.0
289,Police Max,Electronics,415.76,3.2
290,Dinner Max,Toys,435.5,2.3
291,Local Max,Toys,450.76,1.0
292,Type Max,Clothing,272.41,4.2
293,Fire Pro,Sports,433.89,1.5
294,Wide Lite,Toys,395.27,3.4
295,Attack Pro,Clothing,136.36,1.5
296,Building Plus,Beauty,61.26,1.3
297,Follow Plus,Toys,184.21,3.4
298,Try Plus,Beauty,114.67,3.5
299,Car Lite,Home,323.45,1.1
300,Season Plus,Toys,203.8,3.7
301,Able Plus,Sports,455.3,1.3
302,Have Pro,Books,306.11,1.3
303,Republican Lite,Beauty,318.37,3.2
304,Degree Lite,Home,497.34,3.1
305,Finish Plus,Beauty,304.69,1.4
306,Every Pro,Toys,329.08,4.5
307,Smile Max,Home,228.52,1.9
308,Prepare Lite,Toys,229.48,2.7
309,At Pro,Books,216.25,3.7
310,Ball Lite,Clothing,344.98,2.9
311,All Pro,Toys,47.26,2.7
312,After Lite,Toys,69.41,1.2
313,When Lite,Sports,65.5,2.4
314,Fact Plus,Toys,458.34,1.2
315,Star Lite,Beauty,159.66,1.4
316,Process Max,Clothing,330.08,1.9
317,Almost Pro,Books,423.46,2.5
318,Beautiful Lite,Beauty,116.95,2.7
319,Another Pro,Beauty,464.9,4.3
320,Sense Lite,Electronics,94.31,3.8
321,Fly Lite,Books,178.76,1.7
322,Condition Max,Beauty,330.39,1.3
323,Single Pro,Electronics,374.33,1.9
324,Argue Plus,Home,173.74,2.5
325,Group Lite,Toys,471.0,3.4
326,Someone Pro,Clothing,82.92,3.5
327,Forward Pro,Books,224.34,2.7
328,High Plus,Home,140.22,4.0
329,Song Pro,Books,217.81,2.1
330,Campaign Plus,Beauty,335.23,1.2
331,Indicate Plus,Beauty,32.12,1.8
332,Especially Max,Toys,72.93,2.0
333,Yard Lite,Electronics,8.83,4.0
334,Rise Max,Clothing,193.2,3.8
335,Family Lite,Electronics,201.55,4.0
336,Hand Plus,Electronics,232.58,1.3
337,Win Lite,Beauty,217.5,2.6
338,Personal Plus,Books,62.01,1.1
339,Huge Lite,Clothing,401.65,3.5
340,Charge Lite,Electronics,221.17,1.4
341,Protect Plus,Beauty,203.22,1.3
342,Benefit Lite,Sports,173.06,2.3
343,Rate Max,Electronics,257.69,1.5
344,Lay Max,Toys,177.94,3.9
345,Physical Max,Clothing,55.89,2.0
346,Police Max,Beauty,80.67,4.0
347,Cut Pro,Clothing,475.89,3.5
348,Occur Plus,Toys,284.05,3.3
349,Success Lite,Toys,485.63,2.3
350,Large Plus,Electronics,237.12,3.5
351,Down Lite,Beauty,32.81,3.0
352,Case Lite,Home,228.7,1.2
353,Black Lite,Electronics,324.11,4.9
354,Attention Pro,Beauty,299.07,2.5
355,President Pro,Home,454.98,3.3
356,According Max,Books,304.48,3.0
357,Choose Pro,Home,56.23,4.6
358,Reduce Lite,Sports,46.74,3.6
359,Technology Pro,Clothing,355.27,5.0
360,Week Max,Books,189.56,2.1
361,Standard Plus,Toys,172.49,3.4
362,Ability Lite,Electronics,168.2,3.2
363,Level Plus,Books,129.74,4.4
364,Occur Max,Books,45.34,3.7
365,Dog Lite,Books,484.01,3.8
366,Play Plus,Clothing,299.55,4.8
367,Mention Lite,Beauty,191.46,4.2
368,When Max,Sports,352.9,4.8
369,Seat Pro,Sports,336.88,3.0
370,Care Pro,Books,157.89,4.8
371,Author Lite,Toys,245.7,1.9
372,Throw Max,Clothing,43.2,4.4
373,Letter Pro,Beauty,386.58,4.3
374,Race Pro,Sports,171.7,4.1
375,Hit Max,Beauty,191.48,1.6
376,Including Max,Sports,221.65,2.6
377,Tonight Max,Home,307.24,4.0
378,Myself Plus,Clothing,269.34,2.2
379,Blood Plus,Toys,101.04,3.7
380,Left Plus,Home,385.87,4.1
381,State Plus,Clothing,409.36,4.2
382,Beat Max,Toys,128.75,3.6
383,Director Lite,Beauty,467.48,3.8
384,South Pro,Books,46.52,1.6
385,Chance Plus,Beauty,77.94,2.7
386,Win Max,Toys,228.31,2.4
387,Upon Pro,Home,31.36,3.0
388,Whether Max,Home,497.29,2.5
389,Quite Pro,Books,465.76,4.4
390,Ever Lite,Toys,77.29,1.2
391,Network Plus,Sports,416.4,4.0
392,Us Plus,Home,309.6,4.6
393,After Pro,Books,111.75,1.6
394,Buy Plus,Electronics,389.21,2.0
395,Its Pro,Electronics,123.03,3.6
396,Cell Plus,Electronics,59.87,4.6
397,Technology Pro,Sports,260.11,2.0
398,Fish Max,Books,217.47,3.5
399,Soldier Max,Beauty,211.2,3.7
400,Both Pro,Beauty,487.45,1.3
401,Must Pro,Home,437.3,1.2
402,Hit Plus,Books,130.56,1.1
403,Through Pro,Books,124.36,3.6
404,Appear Pro,Toys,293.04,4.0
405,Leader Max,Electronics,179.39,2.4
406,Item Max,Toys,390.68,2.9
407,Window Plus,Sports,95.23,1.5
408,Sure Plus,Electronics,150.25,1.2
409,Particular Max,Electronics,161.22,2.2
410,Poor Plus,Toys,273.8,2.0
411,Chair Max,Books,181.7,4.1
412,Spend Lite,Books,66.62,2.5
413,Way Plus,Sports,222.67,4.8
414,Meet Lite,Clothing,250.62,3.0
415,Approach Lite,Toys,45.89,2.7
416,Action Plus,Beauty,497.57,1.7
417,How Lite,Books,55.79,2.3
418,Guy Lite,Books,225.73,3.9
419,Fly Max,Sports,224.73,2.8
420,Decade Lite,Beauty,499.08,2.1
421,Buy Pro,Electronics,337.24,2.6
422,Cost Max,Electronics,75.68,3.4
423,Rest Plus,Electronics,67.48,1.9
424,Fish Lite,Books,194.51,3.3
425,Candidate Max,Sports,227.71,2.5
426,Hope Plus,Toys,43.06,1.6
427,Challenge Lite,Home,160.62,2.1
428,Their Pro,Electronics,369.16,3.0
429,Similar Plus,Beauty,63.29,4.1
430,Job Plus,Clothing,498.2,2.1
431,Fill Plus,Clothing,65.71,4.4
432,Camera Plus,Clothing,449.85,2.8
433,Agent Pro,Toys,342.55,4.4
434,Compare Lite,Sports,176.98,1.3
435,Participant Lite,Books,426.42,3.8
436,Too Max,Toys,183.94,1.9
437,Fine Max,Toys,73.74,4.2
438,Yes Pro,Books,279.24,2.5
439,Charge Max,Beauty,442.7,1.3
440,Father Plus,Sports,360.84,3.1
441,Discover Plus,Toys,289.58,1.5
442,Year Lite,Sports,41.71,2.9
443,On Lite,Clothing,439.59,4.1
444,Meet Max,Toys,483.3,2.7
445,That Pro,Toys,66.46,1.6
446,Both Max,Clothing,164.72,3.8
447,Agreement Lite,Beauty,447.99,4.4
448,Around Lite,Clothing,319.35,3.2
449,Hard Max,Sports,154.9,3.1
450,Total Max,Beauty,471.1,1.6
451,Cultural Lite,Toys,462.35,1.2
452,Break Pro,Electronics,27.5,3.6
453,Again Lite,Sports,109.35,3.3
454,History Pro,Home,445.05,3.2
455,Reduce Lite,Home,126.21,4.2
456,Successful Plus,Books,229.5,3.8
457,Strategy Max,Home,210.73,2.9
458,Yourself Lite,Beauty,76.12,4.4
459,Somebody Lite,Sports,494.07,2.4
460,Church Plus,Clothing,381.53,3.1
461,Development Pro,Books,124.66,1.5
462,Hospital Plus,Clothing,74.73,1.2
463,Eat Plus,Toys,309.61,2.0
464,Cost Max,Toys,167.08,3.3
465,Leg Lite,Clothing,382.75,3.0
466,Spring Plus,Home,440.14,3.0
467,Visit Pro,Home,255.2,4.9
468,General Max,Beauty,179.68,1.2
469,Across Plus,Beauty,441.76,3.6
470,Budget Plus,Books,270.66,4.4
471,Message Plus,Clothing,441.82,3.9
472,Sea Plus,Books,27.39,1.2
473,Here Max,Books,278.85,1.3
474,Own Plus,Toys,277.18,4.3
475,Prove Pro,Clothing,487.67,2.6
476,Seven Lite,Beauty,469.78,4.0
477,Personal Max,Beauty,257.02,3.0
478,Base Pro,Electronics,72.83,2.3
479,Son Plus,Beauty,231.21,3.4
480,Film Max,Books,466.03,2.3
481,Bank Plus,Beauty,370.96,2.2
482,Current Lite,Beauty,415.0,3.1
483,Reason Lite,Home,408.8,2.5
484,Seat Pro,Home,293.93,4.2
485,Include Pro,Beauty,239.92,4.9
486,True Max,Sports,30.42,2.9
487,Voice Plus,Clothing,411.72,2.0
488,Institution Pro,Clothing,14.37,2.3
489,Television Max,Home,346.8,2.6
490,Standard Plus,Toys,424.95,3.9
491,Here Max,Beauty,107.63,2.3
492,Report Plus,Beauty,191.53,4.8
493,Spring Plus,Beauty,174.45,2.4
494,Hope Lite,Beauty,244.67,4.8
495,Town Lite,Beauty,152.76,4.8
496,Practice Lite,Toys,148.06,1.8
497,Guess Plus,Books,242.5,3.2
498,Hair Lite,Books,65.33,3.7
499,Foot Plus,Home,410.1,4.8
500,Beautiful Max,Books,25.82,4.8
501,Talk Pro,Books,462.38,3.6
502,Which Plus,Clothing,105.02,3.2
503,Operation Lite,Clothing,59.07,4.0
504,Carry Max,Clothing,30.13,4.6
505,Worry Max,Sports,120.25,1.4
506,Every Lite,Sports,238.84,3.7
507,Save Max,Electronics,482.44,4.9
508,Nice Max,Home,328.18,4.5
509,Laugh Plus,Home,327.02,4.0
510,Ahead Lite,Books,146.28,1.2
511,Will Pro,Sports,289.2,3.1
512,Fact Pro,Clothing,211.85,4.4
513,Analysis Pro,Toys,201.51,3.0
514,Mean Lite,Electronics,9.59,3.3
515,Report Pro,Books,145.86,5.0
516,Check Plus,Clothing,426.27,2.9
517,Rule Max,Toys,60.76,1.6
518,Laugh Plus,Sports,132.35,1.7
519,Lay Lite,Toys,151.04,3.7
520,Program Max,Clothing,307.42,3.6
521,Change Plus,Toys,216.71,2.3
522,Move Plus,Sports,52.22,4.9
523,Race Plus,Books,468.23,1.0
524,Rest Plus,Clothing,226.13,2.1
525,Answer Lite,Books,293.32,3.3
526,Matter Lite,Sports,182.98,1.9
527,Cost Pro,Home,156.87,2.6
528,Authority Lite,Sports,63.12,4.7
529,While Lite,Books,309.24,1.9
530,Model Max,Home,80.83,4.0
531,Suddenly Lite,Home,352.46,4.7
532,Paper Max,Toys,127.5,4.0
533,Middle Pro,Beauty,226.14,3.8
534,White Pro,Beauty,60.54,4.3
535,Oil Max,Beauty,270.65,1.7
536,News Plus,Electronics,341.75,3.9
537,Might Plus,Electronics,449.95,2.8
538,Service Pro,Home,70.31,2.7
539,Cultural Pro,Beauty,233.88,4.2
540,Tend Pro,Home,130.96,1.0
541,Onto Max,Beauty,41.15,2.7
542,Low Pro,Beauty,497.09,4.7
543,Time Pro,Home,20.71,2.6
544,Course Max,Toys,322.55,3.9
545,Experience Plus,Books,496.46,2.5
546,Miss Plus,Home,44.72,4.9
547,Live Max,Sports,430.84,1.5
548,Author Plus,Beauty,68.04,4.9
549,Student Pro,Toys,16.25,2.2
550,Through Plus,Beauty,192.74,1.9
551,Detail Plus,Books,81.79,1.8
552,Fast Pro,Electronics,405.69,2.7
553,Speak Pro,Clothing,107.01,1.4
554,Light Pro,Home,300.9,3.8
555,All Pro,Clothing,371.57,2.6
556,Man Max,Beauty,112.55,4.5
557,Manage Pro,Clothing,254.43,2.2
558,Nice Lite,Beauty,300.97,3.7
559,Me Lite,Clothing,154.37,1.6
560,Which Max,Home,153.75,1.2
561,Bar Max,Sports,340.98,3.2
562,Business Pro,Books,471.09,3.7
563,Final Lite,Sports,211.08,1.6
564,Lawyer Plus,Clothing,378.44,2.9
565,Factor Max,Books,429.48,1.6
566,Knowledge Plus,Electronics,283.38,4.9
567,Visit Max,Home,125.21,1.8
568,Significant Pro,Home,424.33,1.4
569,Body Max,Electronics,137.89,3.7
570,Year Pro,Toys,41.03,4.2
571,Memory Max,Home,108.4,4.6
572,Hour Lite,Electronics,109.84,1.8
573,Play Pro,Sports,499.79,2.9
574,That Max,Sports,304.18,1.8
575,Age Max,Beauty,164.2,2.1
576,At Plus,Beauty,326.12,2.2
577,Air Lite,Beauty,441.99,2.9
578,Player Plus,Toys,420.67,4.7
579,Forget Lite,Books,209.9,3.3
580,Yeah Max,Sports,77.23,2.0
581,Interview Plus,Books,80.44,2.3
582,Hard Plus,Beauty,417.51,3.0
583,Hair Lite,Books,382.86,3.0
584,List Plus,Home,88.28,4.2
585,Back Max,Clothing,361.56,3.0
586,Alone Pro,Beauty,21.74,4.4
587,While Pro,Toys,8.16,1.5
588,Traditional Max,Electronics,355.05,1.0
589,Investment Plus,Books,34.92,3.6
590,With Plus,Sports,246.49,1.0
591,Free Plus,Electronics,13.28,3.9
592,Paper Lite,Electronics,253.6,3.8
593,Than Plus,Toys,470.16,1.7
594,Or Pro,Beauty,78.7,1.8
595,Wonder Lite,Toys,180.45,4.2
596,Ago Pro,Books,479.85,2.8
597,Wife Max,Sports,116.8,3.7
598,Attorney Pro,Sports,495.88,3.6
599,Ready Pro,Electronics,205.61,2.5
600,Situation Plus,Electronics,320.19,3.8
601,Purpose Pro,Home,423.44,3.6
602,Finally Lite,Beauty,488.78,4.9
603,Worker Pro,Clothing,109.65,4.5
604,Like Plus,Books,28.05,1.3
605,Memory Lite,Beauty,283.94,1.1
606,Page Lite,Electronics,480.93,3.3
607,Enjoy Plus,Electronics,153.14,3.3
608,Quite Plus,Sports,448.78,2.3
609,Style Max,Toys,494.3,3.9
610,Dog Lite,Electronics,53.35,1.9
611,Get Pro,Books,304.56,3.5
612,Their Plus,Toys,166.56,3.5
613,Fly Plus,Home,117.93,3.2
614,I Plus,Home,96.94,3.3
615,Bill Plus,Electronics,387.22,2.2
616,Theory Max,Sports,41.39,2.1
617,Network Plus,Sports,393.03,1.6
618,Nearly Plus,Books,183.55,1.4
619,My Lite,Home,183.16,2.1
620,Science Max,Electronics,97.76,2.8
621,Thousand Plus,Electronics,18.0,2.4
622,Trouble Pro,Beauty,301.03,2.3
623,Event Plus,Electronics,149.46,2.6
624,Break Pro,Sports,451.06,4.6
625,Scientist Max,Beauty,262.95,3.7
626,Hundred Max,Clothing,138.11,2.1
627,Really Max,Electronics,87.77,2.1
628,Family Lite,Home,392.42,2.4
629,Ground Max,Sports,314.39,3.4
630,Exist Max,Home,57.95,2.2
631,Watch Plus,Books,421.6,2.5
632,Citizen Lite,Home,170.69,4.3
633,Left Max,Books,163.73,4.8
634,Her Max,Home,160.52,4.9
635,Recent Lite,Books,368.76,3.5
636,Money Max,Books,191.15,4.3
637,Anyone Plus,Books,61.37,3.3
638,Only Max,Sports,384.97,1.1
639,Myself Plus,Sports,108.78,4.2
640,None Pro,Toys,424.66,4.2
641,Only Plus,Clothing,318.5,2.0
642,Continue Max,Sports,214.45,2.5
643,Moment Plus,Beauty,242.22,2.6
644,Media Plus,Beauty,23.2,4.9
645,Boy Pro,Electronics,385.63,3.6
646,Doctor Lite,Clothing,325.26,1.2
647,Sport Plus,Toys,169.14,4.2
648,Seem Pro,Electronics,53.81,1.9
649,Push Max,Home,190.19,2.9
650,Song Max,Books,498.86,2.9
651,Six Lite,Home,460.67,1.3
652,Likely Max,Books,159.39,2.8
653,Near Max,Beauty,244.05,2.9
654,Focus Plus,Sports,349.9,2.3
655,Public Lite,Electronics,406.04,1.5
656,Increase Lite,Sports,59.13,4.2
657,Property Max,Beauty,91.35,1.6
658,Drop Plus,Home,119.77,2.6
659,International Max,Clothing,322.04,2.7
660,Mrs Pro,Sports,308.98,1.8
661,Walk Plus,Home,7.2,1.9
662,Name Lite,Toys,353.36,4.2
663,International Pro,Toys,436.63,1.7
664,Life Lite,Clothing,231.49,2.0
665,Ask Plus,Beauty,483.13,2.3
666,Us Plus,Beauty,199.31,1.5
667,Themselves Lite,Toys,231.64,1.7
668,Out Lite,Beauty,297.13,3.7
669,Up Lite,Electronics,123.09,1.5
670,Job Lite,Sports,74.97,2.6
671,Believe Max,Beauty,194.94,1.7
672,Include Max,Beauty,87.6,2.2
673,Away Max,Books,421.78,3.5
674,Show Lite,Electronics,244.88,1.8
675,Dream Plus,Beauty,255.19,3.0
676,When Plus,Home,356.52,2.8
677,Former Max,Electronics,284.87,4.2
678,Like Max,Books,21.18,1.9
679,Country Lite,Clothing,391.47,3.3
680,They Plus,Beauty,257.85,3.3
681,Indicate Lite,Toys,273.84,5.0
682,Challenge Pro,Toys,360.9,3.2
683,Loss Plus,Electronics,369.31,3.6
