order_id,customer_id,product_id,quantity,discount,order_date
133,1635,12370,2,0.04,2024-04-04
134,7687,19321,3,0.14,2025-06-06
135,1425,2103,1,0.18,2024-06-09
136,2110,1921,3,0.16,2024-04-01
137,1832,13318,1,0.02,2025-07-26
138,4094,14059,2,0.17,2023-10-01
139,6051,15680,1,0.03,2025-05-15
140,8908,19816,4,0.14,2024-07-23
141,9327,13622,3,0.05,2025-06-24
142,7092,7864,1,0.05,2024-01-24
143,6660,13791,5,0.16,2024-12-28
144,3345,4544,4,0.22,2025-05-19
145,3428,18448,5,0.23,2025-07-05
146,7120,12594,2,0.17,2023-10-30
147,9460,2234,2,0.14,2024-12-20
148,4617,2204,2,0.16,2025-07-15
149,3425,19222,1,0.2,2024-02-08
150,5651,12386,4,0.06,2024-05-13
151,5553,1515,5,0.05,2025-05-19
152,163,8989,4,0.2,2024-08-16
153,3614,724,1,0.18,2024-09-29
154,4313,18866,1,0.25,2024-04-19
155,4582,16712,5,0.05,2024-02-15
156,1622,17933,2,0.19,2024-03-05
157,3546,11553,4,0.14,2024-10-21
158,510,15530,1,0.24,2025-03-27
159,9639,605,1,0.08,2025-02-04
160,7927,7315,3,0.22,2023-10-06
161,2290,15326,2,0.28,2025-05-16
162,2837,1628,5,0.17,2024-01-28
163,6040,17619,1,0.18,2025-07-25
164,1726,11822,1,0.14,2025-04-03
165,4645,17696,5,0.15,2025-01-09
166,2172,4170,1,0.3,2025-02-25
167,8789,13756,4,0.07,2024-11-03
168,4501,7821,5,0.18,2024-07-22
169,1046,12202,2,0.07,2024-06-18
170,9644,17063,2,0.29,2024-02-08
171,1012,4428,5,0.19,2023-12-04
172,1149,12916,4,0.11,2024-02-27
173,1729,11889,1,0.14,2025-07-21
174,8062,14452,2,0.07,2025-03-01
175,4612,6854,4,0.12,2024-04-10
176,6860,9256,4,0.19,2025-01-14
177,4769,14131,3,0.24,2024-08-29
178,128,7122,2,0.11,2024-05-19
179,4363,12546,5,0.23,2023-09-26
180,770,3351,3,0.21,2024-10-05
181,7343,13301,3,0.01,2024-05-19
182,6439,1101,2,0.01,2025-08-03
183,5927,16422,3,0.12,2025-03-17
184,3311,13579,2,0.27,2024-06-08
185,2167,5677,5,0.19,2025-08-18
186,2012,19926,3,0.3,2025-02-18
187,5511,15893,4,0.07,2023-09-13
188,4180,7162,2,0.18,2024-04-09
189,8156,2274,2,0.07,2025-05-23
190,3612,1220,4,0.04,2024-12-22
191,3664,14578,4,0.19,2024-09-27
192,1011,12992,1,0.18,2024-02-09
193,7802,17526,1,0.28,2025-02-08
194,1319,17988,4,0.24,2024-08-27
195,1084,13484,4,0.2,2025-02-28
196,9341,6574,3,0.19,2023-12-16
197,898,10808,3,0.11,2024-02-25
198,2698,8650,2,0.29,2025-04-30
199,4486,4317,1,0.28,2025-06-01
200,7256,16800,3,0.05,2025-05-24
201,7575,3884,4,0.28,2025-01-01
202,1039,6296,4,0.25,2025-04-22
203,6551,10009,5,0.29,2023-11-13
204,7231,3685,3,0.25,2025-06-27
205,6765,9060,5,0.17,2025-03-26
206,3788,12295,1,0.29,2024-08-17
207,5158,19593,1,0.26,2024-11-04
208,8405,15646,1,0.02,2023-10-28
209,2549,12081,1,0.28,2024-03-08
210,9107,5607,5,0.03,2023-10-18
211,6464,1484,2,0.23,2025-01-15
212,4094,7727,3,0.09,2024-02-22
213,1875,38,2,0.05,2025-04-04
214,1205,7335,5,0.04,2025-01-02
215,6738,815,5,0.28,2024-10-05
216,2438,17287,5,0.28,2025-05-06
217,7514,58,5,0.22,2024-01-10
218,7979,5705,4,0.07,2024-04-18
219,2434,18507,2,0.27,2024-03-26
220,3635,1707,1,0.05,2024-05-03
221,3339,5578,5,0.21,2023-10-28
222,2671,3930,2,0.08,2024-02-24
223,669,12754,2,0.04,2025-03-18
224,1538,15835,3,0.22,2024-12-02
225,6638,1434,1,0.12,2023-11-02
226,9700,16779,5,0.22,2024-01-24
227,4107,14852,4,0.18,2024-12-18
228,2779,19396,1,0.26,2024-06-11
229,2866,15192,4,0.18,2025-05-05
230,9943,19052,1,0.25,2024-03-18
231,4396,10332,1,0.2,2023-10-04
232,9143,6110,1,0.25,2025-07-20
233,2784,14177,5,0.04,2025-06-17
234,9029,5411,5,0.15,2024-12-28
235,5430,7008,5,0.16,2024-05-27
236,8025,9489,3,0.07,2024-04-28
237,4368,1716,1,0.22,2025-08-01
238,6302,17775,3,0.23,2024-01-05
239,592,17574,3,0.12,2025-05-12
240,3249,4673,1,0.12,2025-08-16
241,5436,7425,1,0.04,2025-05-01
242,4320,16990,2,0.23,2023-11-15
243,8713,5796,4,0.18,2024-12-04
244,6397,10366,3,0.1,2025-05-05
245,3898,8636,5,0.22,2024-10-01
246,4465,3870,2,0.25,2024-02-27
247,2223,7646,4,0.11,2025-02-27
248,1180,13660,2,0.25,2023-08-24
249,2985,7319,1,0.28,2025-08-01
250,9046,2216,5,0.2,2024-10-26
251,3562,6304,3,0.18,2023-08-28
252,5459,4746,1,0.08,2025-08-08
253,2422,9183,2,0.2,2024-01-12
254,973,11605,2,0.12,2024-12-29
255,8058,6611,5,0.19,2024-10-09
256,8365,405,4,0.23,2024-04-22
257,1863,8148,1,0.19,2023-12-21
258,8983,15575,4,0.07,2023-09-19
259,9990,11083,3,0.22,2024-10-08
260,397,5610,2,0.0,2024-01-27
261,2600,14231,4,0.17,2025-05-29
262,9126,13716,5,0.11,2023-08-21
263,2575,15640,1,0.25,2024-08-25
264,8013,941,2,0.14,2024-12-31
265,339,7618,5,0.26,2025-06-03
266,961,1780,1,0.2,2024-01-20
267,3571,19255,1,0.25,2024-10-04
268,1793,2002,5,0.01,2024-10-29
269,9296,5684,5,0.27,2025-02-20
270,1841,121,2,0.26,2024-07-06
271,8911,17362,4,0.15,2023-11-13
272,5477,3754,3,0.03,2024-07-21
273,8254,19023,2,0.13,2025-03-04
274,4677,1810,1,0.26,2025-04-18
275,6455,5774,3,0.26,2025-05-29
276,9743,11636,3,0.11,2025-03-31
277,3639,16717,4,0.01,2025-07-23
278,7836,19043,1,0.1,2024-03-06
279,4958,5208,2,0.28,2024-10-22
280,841,11782,5,0.2,2024-01-23
281,2265,17045,2,0.14,2024-01-02
282,6142,17371,4,0.1,2025-07-24
283,4170,19990,4,0.06,2025-06-17
284,4352,4933,3,0.28,2024-10-20
285,6421,13271,1,0.09,2024-02-16
286,2972,19630,3,0.15,2024-08-17
287,2520,6021,1,0.25,2025-01-20
288,377,477,1,0.22,2024-11-28
289,3667,3210,1,0.29,2024-04-10
290,7109,1986,5,0.13,2025-08-03
291,424,14116,4,0.19,2024-09-03
292,4169,8005,1,0.05,2023-12-07
293,1791,7058,3,0.01,2025-04-20
294,219,12157,3,0.25,2024-12-13
295,3357,7228,3,0.15,2024-07-07
296,1226,11667,1,0.29,2023-11-25
297,2016,7695,3,0.29,2024-12-30
298,8884,16846,1,0.11,2025-03-01
299,4577,14471,2,0.17,2024-03-31
300,9425,306,3,0.07,2023-11-24
301,9504,18963,5,0.03,2024-12-15
302,5664,10971,4,0.04,2023-09-23
303,7914,12678,5,0.09,2024-02-02
304,1630,17099,1,0.13,2025-06-16
305,9098,6134,4,0.03,2024-11-24
306,3257,12908,2,0.08,2025-08-09
307,4784,3883,5,0.03,2025-04-28
308,3263,18808,3,0.17,2024-11-22
309,2489,19424,3,0.26,2024-12-09
310,4364,927,3,0.22,2025-07-16
311,4392,12644,2,0.21,2025-07-29
312,1422,18147,2,0.13,2024-10-29
313,162,12804,2,0.13,2024-07-13
314,6908,3105,1,0.17,2024-11-07
315,4904,9737,4,0.13,2023-08-27
316,623,16001,4,0.18,2025-06-16
317,9566,17271,5,0.12,2023-12-30
318,2577,17060,4,0.15,2024-10-28
319,4776,7151,2,0.06,2025-06-29
320,9054,19818,5,0.24,2024-12-30
321,2545,10496,5,0.15,2023-11-04
322,5028,18695,4,0.21,2024-05-22
323,5836,5464,3,0.3,2024-04-01
324,5272,18250,1,0.26,2024-11-19
325,1853,10727,2,0.18,2024-09-30
326,5491,7055,1,0.29,2023-12-05
327,3188,2419,2,0.11,2025-01-06
328,2126,2186,3,0.22,2025-03-27
329,5472,15849,3,0.02,2024-06-17
330,4383,7693,1,0.18,2024-12-24
331,3038,13455,2,0.02,2025-03-09
332,9629,14668,2,0.03,2025-07-21
333,5954,14807,2,0.13,2024-08-02
334,6021,9883,2,0.1,2025-08-12
335,8425,13904,4,0.0,2024-06-04
336,1923,18681,3,0.29,2024-10-16
337,1685,3958,4,0.0,2024-02-08
338,1878,603,4,0.09,2025-04-17
339,5519,5229,3,0.09,2024-12-04
340,8941,13248,1,0.19,2025-04-18
341,5406,1361,5,0.11,2024-08-11
342,1820,3028,1,0.26,2024-05-07
343,8812,584,2,0.0,2024-10-06
344,1900,11362,3,0.14,2024-12-18
345,994,10462,4,0.16,2025-02-05
346,995,8121,4,0.03,2025-08-16
347,1818,2896,5,0.09,2024-08-31
348,2191,14942,1,0.01,2024-02-15
349,3241,13723,4,0.29,2025-05-25
350,149,14225,2,0.05,2024-09-04
351,7738,17166,5,0.02,2024-04-30
352,5757,19140,3,0.21,2024-06-19
353,5516,14048,1,0.12,2024-06-11
354,5558,10624,5,0.17,2023-11-03
355,1763,10826,2,0.23,2024-08-31
356,4363,5910,4,0.21,2023-11-12
357,965,19917,1,0.03,2023-10-27
358,1708,11033,2,0.27,2024-09-04
359,6411,8399,3,0.23,2024-10-27
360,1082,12493,2,0.07,2023-12-25
361,428,8130,1,0.01,2023-12-05
362,5749,5587,1,0.16,2024-06-03
363,2603,6645,3,0.0,2025-03-30
364,6206,16806,5,0.29,2024-05-04
365,8393,17955,2,0.02,2024-04-04
366,4743,19411,4,0.06,2025-05-11
367,8337,13491,4,0.12,2024-06-26
368,4186,8694,3,0.02,2024-09-17
369,2464,3682,5,0.24,2023-12-12
370,7914,1678,4,0.04,2024-07-06
371,2362,3638,4,0.16,2025-05-08
372,9571,10091,2,0.27,2025-01-12
373,6762,126,2,0.05,2023-10-29
374,116,6937,5,0.01,2024-03-29
375,1858,10959,3,0.04,2025-01-30
376,9969,10204,2,0.15,2025-03-27
377,9586,18276,1,0.03,2024-06-24
378,1886,1086,3,0.18,2025-01-19
379,218,2810,2,0.21,2024-08-16
380,4599,4976,2,0.12,2024-05-24
381,2329,10455,4,0.15,2024-07-06
382,2937,5527,5,0.04,2025-06-13
383,1695,5378,2,0.22,2024-10-21
384,861,19597,3,0.25,2025-06-26
385,5018,60,5,0.06,2025-07-24
386,3757,12350,5,0.19,2024-12-30
387,8851,13660,5,0.03,2024-12-21
388,9017,1816,2,0.01,2024-06-26
389,6709,12195,4,0.21,2024-03-11
390,3261,648,1,0.22,2025-03-16
391,9966,1265,2,0.15,2024-05-22
392,7881,10483,3,0.12,2023-09-11
393,7362,12598,1,0.07,2024-09-02
394,2983,18234,2,0.07,2025-08-16
395,4483,8853,2,0.25,2024-09-01
396,4115,15556,1,0.09,2024-04-14
397,7951,4364,1,0.1,2025-07-28
398,3164,19773,3,0.09,2025-08-06
399,1604,9527,5,0.26,2024-03-19
400,6968,3846,1,0.02,2024-08-22
401,8652,8369,2,0.1,2023-10-02
402,6741,2948,5,0.12,2025-03-26
403,2840,7911,2,0.19,2024-07-07
404,8731,13708,2,0.11,2024-02-24
405,3158,15332,4,0.04,2024-06-08
406,6491,19701,1,0.11,2025-06-20
407,5857,19683,1,0.26,2024-11-15
408,4618,16955,2,0.03,2024-06-05
409,3547,8716,3,0.12,2024-10-13
410,4369,7057,1,0.27,2024-08-15
411,4623,19490,5,0.25,2025-08-19
412,2852,1549,5,0.25,2024-02-19
413,7773,13289,5,0.02,2024-07-10
414,2377,15358,5,0.15,2024-07-27
415,6,2222,2,0.04,2024-11-05
416,9264,11573,1,0.28,2025-05-07
417,9961,1670,4,0.05,2024-09-15
418,4986,9907,2,0.01,2023-12-07
419,2841,721,2,0.01,2023-11-27
420,5527,15937,1,0.24,2023-12-21
421,9173,16337,3,0.22,2024-08-14
422,3584,9458,5,0.01,2023-11-16
423,9179,631,1,0.06,2023-08-27
424,7166,1844,3,0.25,2023-12-30
425,4828,16233,3,0.21,2025-07-07
426,2121,3936,3,0.05,2023-12-24
427,4302,17569,2,0.14,2025-03-15
428,9172,19253,5,0.01,2024-04-17
429,5235,15015,4,0.18,2023-11-12
430,2778,18514,4,0.05,2023-10-20
431,9203,9736,4,0.28,2025-02-06
432,305,15765,2,0.03,2024-05-17
433,7003,19483,5,0.21,2024-01-03
434,5958,1847,3,0.07,2025-02-03
435,4297,8782,2,0.23,2024-07-04
436,1418,19993,4,0.09,2024-08-12
437,922,12882,2,0.28,2025-05-21
438,5906,1646,4,0.3,2025-05-03
439,687,14564,3,0.02,2023-11-10
440,4006,7849,5,0.28,2023-12-31
441,3563,10701,1,0.23,2024-08-24
442,9498,240,5,0.06,2024-07-05
443,3448,2934,5,0.13,2025-04-10
444,8414,7873,5,0.16,2024-09-03
445,5291,18856,1,0.26,2024-10-19
446,6285,7978,4,0.11,2023-11-26
447,6376,7584,5,0.02,2025-06-10
448,8966,18831,1,0.01,2023-12-31
449,1927,16408,1,0.27,2024-04-06
450,3839,5254,1,0.16,2024-12-09
451,5819,4063,3,0.19,2025-07-24
452,1050,16041,2,0.08,2024-05-27
453,8612,12862,1,0.14,2024-08-15
454,1445,14900,4,0.09,2024-10-04
455,5997,599,4,0.19,2024-10-26
456,5951,12961,5,0.2,2025-08-02
457,8989,870,3,0.23,2023-09-04
458,8132,18763,1,0.23,2025-05-03
459,945,2839,2,0.17,2024-09-20
460,8735,11892,5,0.13,2025-04-12
461,8864,15100,1,0.17,2024-08-28
462,1482,8191,5,0.06,2023-11-19
463,1927,15986,1,0.22,2023-11-04
464,9518,9621,4,0.11,2024-10-29
465,6389,3493,3,0.29,2024-12-10
466,7769,18974,4,0.2,2024-01-30
467,3257,16710,5,0.04,2024-03-03
468,9764,8739,5,0.03,2024-06-28
469,4053,12252,2,0.18,2025-04-12
470,5820,9133,1,0.19,2023-09-26
471,481,11455,3,0.1,2025-01-17
472,455,10132,2,0.26,2025-04-17
473,4673,7894,1,0.21,2024-01-10
474,6857,13427,3,0.03,2025-07-28
475,9726,19207,5,0.08,2024-10-01
476,3248,13029,3,0.01,2024-04-01
477,9480,17728,1,0.13,2025-06-25
478,7987,18300,2,0.06,2024-05-31
479,6221,5177,1,0.01,2024-02-06
480,3689,17688,3,0.15,2025-02-18
481,4365,15589,2,0.17,2024-08-28
482,5438,12155,1,0.1,2025-03-09
483,2839,3442,5,0.16,2024-11-14
484,3198,13374,2,0.06,2023-12-07
485,456,17556,1,0.23,2025-08-19
486,7574,4632,4,0.01,2025-02-11
487,7885,14092,1,0.04,2024-07-05
488,2110,1647,3,0.08,2024-02-13
489,5452,12914,5,0.21,2024-01-29
490,982,15454,2,0.15,2025-05-17
491,9747,18643,5,0.19,2025-06-08
492,4814,18729,5,0.08,2023-10-21
493,911,3945,5,0.19,2024-11-17
494,8543,18925,2,0.12,2024-05-08
495,2976,18879,2,0.23,2024-02-19
496,6247,14741,3,0.02,2024-06-08
497,6805,12052,4,0.3,2023-12-05
498,635,1021,2,0.26,2025-05-05
499,2931,19092,3,0.23,2024-01-21
500,8041,816,2,0.09,2023-12-29
501,3143,11359,3,0.06,2025-07-28
502,1926,15565,4,0.02,2024-10-20
503,9816,17101,4,0.12,2024-10-04
504,9753,19959,2,0.27,2024-05-02
505,9049,19999,1,0.28,2025-03-13
506,5869,6133,1,0.18,2025-03-22
507,8676,10100,4,0.21,2023-11-10
508,4010,9322,4,0.13,2024-08-06
509,4219,3438,3,0.26,2024-07-23
510,7033,6425,2,0.09,2024-07-08
511,4874,4030,5,0.01,2024-07-14
512,2900,18139,1,0.3,2024-12-28
513,9497,2174,3,0.06,2023-09-23
514,9426,8471,2,0.23,2024-07-25
515,7271,8475,5,0.02,2024-03-09
516,5499,11787,5,0.14,2024-12-27
517,929,11375,4,0.09,2025-01-15
518,2801,14915,1,0.18,2024-11-24
519,6872,17986,1,0.14,2023-11-13
520,583,1762,5,0.3,2024-09-20
521,7495,140,5,0.07,2023-10-19
522,3379,17062,5,0.29,2025-08-05
523,8640,303,4,0.17,2025-05-26
524,7533,7718,2,0.16,2023-08-31
525,8307,15828,5,0.21,2023-11-06
526,1309,14495,2,0.06,2025-04-15
527,5540,5963,5,0.22,2023-09-18
528,1737,11657,1,0.06,2025-05-16
529,9766,19846,2,0.15,2024-04-24
530,1607,814,1,0.05,2023-12-07
531,9474,15439,4,0.25,2024-03-25
532,4408,7244,1,0.06,2024-06-25
533,5816,12157,1,0.12,2024-07-08
534,8684,16806,5,0.23,2024-03-18
535,2923,16515,5,0.29,2025-02-13
536,7246,3765,1,0.11,2023-12-16
537,5270,8698,5,0.16,2023-12-02
538,1273,3791,1,0.23,2023-10-28
539,228,18305,1,0.12,2024-05-27
540,150,17880,5,0.17,2023-12-05
541,9879,3549,1,0.05,2024-04-13
542,1825,9817,4,0.03,2024-07-08
543,3894,18081,3,0.29,2025-01-03
544,1759,2957,3,0.24,2024-06-25
545,4645,955,2,0.06,2025-07-29
546,5574,13919,5,0.02,2024-09-25
547,7527,1285,3,0.09,2024-09-28
548,275,14040,2,0.22,2024-03-04
549,7321,2713,5,0.13,2024-01-03
550,8472,13446,5,0.26,2024-06-30
551,975,3645,4,0.15,2025-07-15
552,2893,13293,1,0.18,2024-05-21
553,4157,4776,4,0.2,2024-02-12
554,6074,8057,4,0.18,2023-11-27
555,6578,13655,5,0.05,2025-01-13
556,956,13196,5,0.04,2024-11-24
557,311,10057,1,0.13,2024-12-17
558,6120,18216,5,0.2,2025-01-31
559,3581,1369,2,0.07,2024-08-01
560,838,894,2,0.13,2024-06-12
561,6446,1281,1,0.05,2025-08-16
562,8512,10271,3,0.02,2024-08-12
563,9102,9181,4,0.23,2024-01-24
564,1318,215,4,0.15,2024-02-14
565,8088,6339,1,0.28,2024-04-29
566,4057,14131,4,0.25,2024-10-19
567,2442,8162,1,0.02,2025-02-08
568,1969,995,5,0.09,2024-08-14
569,5790,18919,4,0.11,2025-03-16
570,1703,8174,1,0.03,2023-11-22
571,165,16354,2,0.01,2024-05-16
572,8912,2549,4,0.06,2025-01-03
573,4734,16410,1,0.02,2025-07-27
574,5556,668,2,0.23,2024-06-25
575,2740,10829,4,0.24,2023-09-20
576,7484,5652,4,0.03,2025-06-04
577,9905,10428,5,0.21,2025-02-11
578,3972,12683,1,0.21,2025-02-01
579,8131,6231,3,0.17,2025-04-28
580,8924,4803,3,0.06,2025-02-23
581,8610,5009,2,0.16,2023-08-21
582,118,16697,3,0.13,2023-10-26
583,2762,6920,4,0.05,2024-11-15
584,9439,2701,4,0.21,2024-10-08
585,4096,11107,1,0.04,2023-10-30
586,8738,11255,3,0.23,2024-11-09
587,2895,11031,4,0.15,2024-02-26
588,7310,1691,5,0.16,2025-06-07
589,6421,6769,3,0.26,2024-06-04
590,7857,4659,5,0.15,2024-09-14
591,9795,18004,2,0.01,2024-08-18
592,5660,9999,1,0.07,2025-08-06
593,2819,17913,2,0.18,2023-09-28
594,2898,14370,1,0.12,2025-06-10
595,4648,7600,1,0.19,2025-07-11
596,5476,17976,1,0.02,2025-06-07
597,6727,17119,3,0.02,2024-01-02
598,1250,14003,1,0.26,2023-12-18
599,889,2065,2,0.04,2024-03-09
600,1742,4481,3,0.16,2024-02-02
601,5046,16093,2,0.07,2024-01-04
602,7551,10206,5,0.26,2024-04-17
603,4673,16593,5,0.27,2024-06-21
604,3724,13396,5,0.28,2024-12-20
605,255,4210,2,0.1,2025-02-23
606,757,18434,1,0.07,2024-08-28
607,7654,18415,1,0.06,2025-06-29
608,4380,5952,1,0.09,2023-10-09
609,1288,10379,4,0.01,2024-10-19
610,9904,12273,2,0.26,2024-04-07
611,998,8712,4,0.24,2024-10-18
612,5622,17575,5,0.17,2024-09-03
613,6625,3914,1,0.01,2025-02-14
614,4886,9520,4,0.22,2023-12-03
615,6759,3576,3,0.17,2025-04-13
616,4353,6541,3,0.0,2025-07-08
617,1021,2593,2,0.24,2025-02-05
618,6805,16398,1,0.25,2024-05-19
619,5012,12151,4,0.24,2024-05-16
620,4217,11874,2,0.07,2024-06-02
621,6065,16798,5,0.14,2023-08-29
622,9546,10348,3,0.0,2024-12-06
623,5977,4818,3,0.02,2025-05-08
624,53,17024,4,0.19,2023-09-28
625,1433,10630,3,0.0,2025-04-16
626,9242,5556,2,0.19,2024-04-19
627,3198,9483,4,0.12,2024-11-20
628,9778,14767,2,0.11,2024-10-21
629,4827,18144,2,0.11,2024-08-18
630,6075,19819,5,0.1,2024-07-10
631,3063,14140,2,0.09,2023-09-18
632,6139,11003,1,0.01,2024-05-14
633,4091,997,5,0.22,2025-01-28
634,7563,5196,5,0.28,2025-08-08
635,7488,17650,2,0.16,2023-11-21
636,6205,2600,5,0.15,2025-07-01
637,8389,10736,5,0.01,2024-05-03
638,679,13727,2,0.02,2025-05-03
639,5015,7176,3,0.03,2024-02-24
640,2484,7656,1,0.03,2023-11-25
641,3212,1671,1,0.24,2024-07-10
642,4002,4545,4,0.28,2023-12-18
643,4048,19587,5,0.17,2023-12-02
644,8436,9782,5,0.12,2023-10-13
645,6827,17387,4,0.14,2025-07-31
646,4520,16782,1,0.26,2025-05-12
647,3928,18751,1,0.05,2024-06-14
648,1342,19653,1,0.08,2024-12-16
649,6566,1063,3,0.13,2024-05-23
650,906,8773,2,0.12,2024-04-21
651,4967,8341,3,0.22,2025-07-16
652,6239,8531,3,0.04,2024-05-14
653,1084,2493,1,0.12,2024-02-13
654,233,1468,3,0.06,2025-02-01
655,616,7515,2,0.12,2023-10-29
656,1469,11091,1,0.19,2024-04-20
657,9100,15110,1,0.01,2024-12-09
658,324,10013,3,0.28,2025-01-27
659,4287,13131,2,0.16,2024-01-13
660,9165,18988,2,0.04,2025-04-10
661,5057,1262,1,0.29,2024-11-09
662,4207,15902,5,0.01,2023-12-07
663,5549,16179,2,0.1,2024-10-22
664,1014,10891,3,0.03,2024-03-19
665,3985,3427,5,0.18,2024-07-26
666,2622,14534,3,0.01,2024-12-04
667,28,13546,5,0.25,2024-12-15
668,2600,3363,3,0.06,2024-07-07
669,407,487,3,0.28,2025-07-26
